x_0,x_1,x_2,x_3,h0_0,h0_1,h0_2,h0_3,h0_4,h0_5,h1_0,h1_1,h1_2,h1_3,h1_4,h1_5,pred_0,pred_1,pred_2,true_y,pred_y
0.2222222222222221,0.625,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.543097972869873,0.0,0.0,0.0,4.745087623596191,0.0,3.126940965652466,0.0,0.9997748732566833,0.00022511328279506415,6.973321364789342e-10,0.0,0.0
0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.3627188205718994,0.0,0.0,0.0,4.306739807128906,0.0,2.8359994888305664,0.026220619678497314,0.9994460940361023,0.0005539101548492908,4.873550007999938e-09,0.0,0.0
0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667,0.0,0.0,0.0,0.0,1.4431558847427368,0.0,0.0,0.0,4.502213478088379,0.0,2.9657399654388428,0.0,0.999640703201294,0.00035927293356508017,1.9913231064094816e-09,0.0,0.0
0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.4032140970230103,0.0,0.0,0.0,4.405149459838867,0.0,2.9013161659240723,0.005281686782836914,0.9995619654655457,0.0004380434693302959,3.059686948247986e-09,0.0,0.0
0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.5820426940917969,0.0,0.0,0.0,4.839728355407715,0.0,3.1897566318511963,0.0,0.9998124241828918,0.00018762114632409066,4.6329665104316575e-10,0.0,0.0
0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125,0.0,0.0,0.0,0.0,1.5671907663345337,0.21793878078460693,0.0,0.0,4.683691501617432,0.036472976207733154,2.7560110092163086,0.16737037897109985,0.9991105198860168,0.000889437273144722,2.7137030400581352e-09,0.0,0.0
0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333,0.0,0.0,0.0,0.0,1.4615989923477173,0.05282658338546753,0.0,0.0,4.5179595947265625,0.0,2.89615797996521,0.03493332862854004,0.9995403289794922,0.00045969817438162863,2.357537276509447e-09,0.0,0.0
0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.5057039260864258,0.0,0.0,0.0,4.654214382171631,0.0,3.06662654876709,0.0,0.9997318387031555,0.00026814310695044696,1.03263519957153e-09,0.0,0.0
0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.336069107055664,0.0,0.0,0.0,4.241977214813232,0.0,2.7930150032043457,0.04000043869018555,0.9993535876274109,0.0006464084726758301,6.620382020372517e-09,0.0,0.0
0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,1.4519158601760864,0.0,0.0,0.0,4.523501396179199,0.0,2.9798693656921387,0.0,0.9996551275253296,0.0003448501811362803,1.816351735683952e-09,0.0,0.0
0.3055555555555556,0.7083333333333333,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.6081938743591309,0.012380212545394897,0.0,0.0,4.896466255187988,0.0,3.208658456802368,0.0,0.9998237490653992,0.00017633207608014345,3.7726860524500694e-10,0.0,0.0
0.13888888888888884,0.5833333333333333,0.1016949152542373,0.04166666666666667,0.0,0.0,0.0,0.0,1.5072544813156128,0.02680492401123047,0.0,0.0,4.643229961395264,0.0,3.018726110458374,0.0,0.9996967315673828,0.0003033132816199213,1.1800617150115045e-09,0.0,0.0
0.13888888888888884,0.41666666666666674,0.06779661016949151,0.0,0.0,0.0,0.0,0.0,1.4196171760559082,0.0,0.0,0.0,4.445011138916016,0.0,2.9277734756469727,0.0,0.9995989203453064,0.00040108489338308573,2.549556565867306e-09,0.0,0.0
0.0,0.41666666666666674,0.01694915254237289,0.0,0.0,0.0,0.0,0.0,1.4375061988830566,0.0,0.0,0.0,4.488483905792236,0.0,2.956627368927002,0.0,0.9996310472488403,0.00036889303009957075,2.1130068805774727e-09,0.0,0.0
0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667,0.0,0.0,0.0,0.0,1.7183269262313843,0.0,0.0,0.0,5.170918941497803,0.0,3.4095752239227295,0.0,0.9999008178710938,9.917277202475816e-05,1.1076707606694214e-10,0.0,0.0
0.38888888888888884,1.0,0.0847457627118644,0.125,0.0,0.0,0.0,0.0,1.7506163120269775,0.22643715143203735,0.0,0.0,5.124764919281006,0.0,3.035886526107788,0.08215296268463135,0.9996932744979858,0.0003067822544835508,3.2763636248489547e-10,0.0,0.0
0.3055555555555556,0.7916666666666665,0.05084745762711865,0.125,0.0,0.0,0.0,0.0,1.5773818492889404,0.12005972862243652,0.0,0.0,4.762326240539551,0.0,2.9564905166625977,0.05122554302215576,0.9996155500411987,0.0003843684680759907,1.0502542169277262e-09,0.0,0.0
0.2222222222222221,0.625,0.06779661016949151,0.08333333333333333,0.0,0.0,0.0,0.0,1.4882488250732422,0.038733720779418945,0.0,0.0,4.590478420257568,0.0,2.965641498565674,0.005189359188079834,0.9996446371078491,0.0003553005517460406,1.5554180166077458e-09,0.0,0.0
0.38888888888888884,0.7499999999999998,0.11864406779661013,0.08333333333333333,0.0,0.0,0.0,0.0,1.578997015953064,0.12218800187110901,0.0,0.0,4.765079498291016,0.0,2.9550938606262207,0.05280125141143799,0.9996132254600525,0.00038676534313708544,1.0481264745010321e-09,0.0,0.0
0.2222222222222221,0.7499999999999998,0.0847457627118644,0.08333333333333333,0.0,0.0,0.0,0.0,1.5963873863220215,0.10813093185424805,0.0,0.0,4.815077304840088,0.0,3.009575128555298,0.027885615825653076,0.9996845722198486,0.00031549049890600145,7.693901626915078e-10,0.0,0.0
0.3055555555555556,0.5833333333333333,0.11864406779661013,0.04166666666666667,0.0,0.0,0.0,0.0,1.4924118518829346,0.016392260789871216,0.0,0.0,4.61289119720459,0.0,3.014364719390869,0.0,0.9996910095214844,0.0003090485406573862,1.3011290933562236e-09,0.0,0.0
0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125,0.0,0.0,0.0,0.0,1.5046427249908447,0.156488835811615,0.0,0.0,4.565510272979736,0.0,2.7706687450408936,0.1301029920578003,0.9992351531982422,0.0007648789323866367,3.2162177365790967e-09,0.0,0.0
0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667,0.0,0.0,0.0,0.0,1.6004303693771362,0.0,0.0,0.0,4.884413242340088,0.0,3.2194149494171143,0.0,0.9998278617858887,0.00017215721891261637,3.819569105445453e-10,0.0,0.0
0.2222222222222221,0.5416666666666665,0.11864406779661013,0.16666666666666669,0.0,0.0,0.0,0.0,1.2971160411834717,0.20885872840881348,0.0,0.0,4.032368183135986,0.17548686265945435,2.3374691009521484,0.296732634305954,0.994941771030426,0.005058053880929947,7.387522771296062e-08,0.0,0.0
0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667,0.0,0.0,0.0,0.0,1.4996111392974854,0.10021418333053589,0.0,0.0,4.584254264831543,0.0,2.8683664798736572,0.06895792484283447,0.999478280544281,0.0005216954741626978,2.200865489854209e-09,0.0,0.0
0.19444444444444442,0.41666666666666674,0.1016949152542373,0.04166666666666667,0.0,0.0,0.0,0.0,1.355574131011963,0.0,0.0,0.0,4.289377212524414,0.0,2.8244755268096924,0.0299149751663208,0.9994226694107056,0.0005773255252279341,5.2906994341128666e-09,0.0,0.0
0.19444444444444442,0.5833333333333333,0.1016949152542373,0.125,0.0,0.0,0.0,0.0,1.3934576511383057,0.14184480905532837,0.0,0.0,4.303374290466309,0.016359925270080566,2.618868827819824,0.17100518941879272,0.9986536502838135,0.0013463693903759122,1.0637628555798528e-08,0.0,0.0
0.25,0.625,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.5385011434555054,0.0,0.0,0.0,4.733916282653809,0.0,3.1195263862609863,0.0,0.9997699856758118,0.00023000639339443296,7.318138317558009e-10,0.0,0.0
0.25,0.5833333333333333,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.5041533708572388,0.0,0.0,0.0,4.650445938110352,0.0,3.0641255378723145,0.0,0.9997299313545227,0.00027009492623619735,1.0495831981316428e-09,0.0,0.0
0.11111111111111116,0.5,0.1016949152542373,0.04166666666666667,0.0,0.0,0.0,0.0,1.435512661933899,0.0026670098304748535,0.0,0.0,4.482172012329102,0.0,2.948396921157837,0.0,0.9996228218078613,0.0003772143099922687,2.1900776747685313e-09,0.0,0.0
0.13888888888888884,0.45833333333333326,0.1016949152542373,0.04166666666666667,0.0,0.0,0.0,0.0,1.3965680599212646,0.0,0.0,0.0,4.388998031616211,0.0,2.890596389770508,0.008718132972717285,0.9995446801185608,0.0004552449390757829,3.3026170687122658e-09,0.0,0.0
0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125,0.0,0.0,0.0,0.0,1.3878087997436523,0.09412014484405518,0.0,0.0,4.315912246704102,0.0,2.6994941234588623,0.1198645830154419,0.9990463852882385,0.0009536408470012248,7.588059069973951e-09,0.0,0.0
0.25,0.8749999999999998,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,1.814723253250122,0.020577281713485718,0.0,0.0,5.393851280212402,0.0,3.5263655185699463,0.0,0.9999301433563232,6.983100320212543e-05,4.5161114431424565e-11,0.0,0.0
0.33333333333333326,0.9166666666666667,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.7931698560714722,0.0569758415222168,0.0,0.0,5.321440696716309,0.0,3.423161029815674,0.0,0.9999077320098877,9.221794607583433e-05,6.940113761455535e-11,0.0,0.0
0.16666666666666674,0.45833333333333326,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.397066593170166,0.0,0.0,0.0,4.390210151672363,0.0,2.8914005756378174,0.008460402488708496,0.9995459914207458,0.0004539314832072705,3.2837399466245643e-09,0.0,0.0
0.19444444444444442,0.5,0.033898305084745756,0.04166666666666667,0.0,0.0,0.0,0.0,1.4395562410354614,0.0,0.0,0.0,4.493465900421143,0.0,2.9599339962005615,0.0,0.9996346235275269,0.00036537263076752424,2.0680148704599333e-09,0.0,0.0
0.33333333333333326,0.625,0.05084745762711865,0.04166666666666667,0.0,0.0,0.0,0.0,1.5374491214752197,0.0,0.0,0.0,4.731359481811523,0.0,3.1178295612335205,0.0,0.9997689127922058,0.00023114100622478873,7.399438839428285e-10,0.0,0.0
0.16666666666666674,0.6666666666666667,0.06779661016949151,0.0,0.0,0.0,0.0,0.0,1.6389410495758057,0.0,0.0,0.0,4.977999687194824,0.0,3.2815303802490234,0.0,0.9998562335968018,0.00014377522165887058,2.5492288835415877e-10,0.0,0.0
0.0277777777777779,0.41666666666666674,0.05084745762711865,0.04166666666666667,0.0,0.0,0.0,0.0,1.3755123615264893,0.0,0.0,0.0,4.337830066680908,0.0,2.8566348552703857,0.01960545778274536,0.9994856119155884,0.0005143283633515239,4.2070249506309665e-09,0.0,0.0
0.2222222222222221,0.5833333333333333,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.5036547183990479,0.0,0.0,0.0,4.649234771728516,0.0,3.063321113586426,0.0,0.9997292160987854,0.00027072575176134706,1.0550922358021353e-09,0.0,0.0
0.19444444444444442,0.625,0.05084745762711865,0.08333333333333333,0.0,0.0,0.0,0.0,1.4928457736968994,0.02007770538330078,0.0,0.0,4.611917495727539,0.0,3.0081348419189453,0.0,0.9996860027313232,0.00031400570878759027,1.3221568284649265e-09,0.0,0.0
0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333,0.0,0.0,0.0,0.0,1.0603455305099487,0.0,0.0,0.0,3.5719289779663086,0.0,2.3482885360717773,0.18256926536560059,0.9968104958534241,0.003189405193552375,1.5726561741757905e-07,0.0,0.0
0.0277777777777779,0.5,0.05084745762711865,0.04166666666666667,0.0,0.0,0.0,0.0,1.449303388595581,0.0,0.0,0.0,4.517152786254883,0.0,2.9756555557250977,0.0,0.9996509552001953,0.0003490896779112518,1.8668588896986194e-09,0.0,0.0
0.19444444444444442,0.625,0.1016949152542373,0.20833333333333331,0.0,0.0,0.0,0.0,1.3206547498703003,0.28348803520202637,0.0,0.0,4.048497676849365,0.2784982919692993,2.23511004447937,0.369099885225296,0.9909127950668335,0.009087066166102886,1.2278400163268088e-07,0.0,0.0
0.2222222222222221,0.7499999999999998,0.15254237288135591,0.125,0.0,0.0,0.0,0.0,1.5313472747802734,0.26934361457824707,0.0,0.0,4.568295478820801,0.13695132732391357,2.601541042327881,0.2441343069076538,0.9981005787849426,0.0018994859419763088,7.438588411901037e-09,0.0,0.0
0.13888888888888884,0.41666666666666674,0.06779661016949151,0.08333333333333333,0.0,0.0,0.0,0.0,1.309918761253357,0.0,0.0,0.0,4.178427696228027,0.0,2.750836133956909,0.05352205038070679,0.9992478489875793,0.0007521617226302624,8.941749563007306e-09,0.0,0.0
0.2222222222222221,0.7499999999999998,0.1016949152542373,0.04166666666666667,0.0,0.0,0.0,0.0,1.6486890316009521,0.06926697492599487,0.0,0.0,4.96356725692749,0.0,3.16701078414917,0.0,0.9998075366020203,0.00019246427109465003,3.388552216598839e-10,0.0,0.0
0.08333333333333326,0.5,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.442657232284546,0.0,0.0,0.0,4.501001834869385,0.0,2.964935779571533,0.0,0.9996398687362671,0.0003601115313358605,2.001770749160414e-09,0.0,0.0
0.2777777777777777,0.7083333333333333,0.0847457627118644,0.04166666666666667,0.0,0.0,0.0,0.0,1.6102429628372192,0.018193960189819336,0.0,0.0,4.8982462882995605,0.0,3.2010316848754883,0.0,0.9998204112052917,0.0001796644792193547,3.814270010948917e-10,0.0,0.0
0.19444444444444442,0.5416666666666665,0.06779661016949151,0.04166666666666667,0.0,0.0,0.0,0.0,1.4713561534881592,0.0,0.0,0.0,4.570744514465332,0.0,3.011225461959839,0.0,0.9996851682662964,0.00031487690284848213,1.4810181969693303e-09,0.0,0.0
0.75,0.5,0.6271186440677966,0.5416666666666667,0.0,0.0,0.0,0.0,0.6512107849121094,1.3875178098678589,0.0,0.0867965817451477,1.8140385150909424,2.379561424255371,0.0,1.9658713340759277,0.00021060078870505095,0.9963973164558411,0.003392114769667387,1.0,1.0
0.5833333333333335,0.5,0.5932203389830508,0.5833333333333334,0.0,0.0,0.0,0.0,0.6137520670890808,1.4367942810058594,0.0,0.23266178369522095,1.6958885192871094,2.47763729095459,0.0,2.041059732437134,0.00019266702292952687,0.9909121990203857,0.008895070292055607,1.0,1.0
